  
 ------------------------
 2D Mesh Quality Measures
 ------------------------
  
Signed Area     Aspect Ratio    Condition       Edge Ratio      Jacobian        Minimum Angle   Maximum Angle   Area Sign       
      2.5129E-03      1.0013E+00      1.0000E+00      1.0027E+00      2.5086E-03      8.9597E+01      9.0314E+01      1.0000E+00
      2.5070E-03      1.0009E+00      1.0000E+00      1.0019E+00      2.5040E-03      8.9772E+01      9.0164E+01      1.0000E+00
      2.5034E-03      1.0005E+00      1.0000E+00      1.0010E+00      2.5015E-03      8.9882E+01      9.0075E+01      1.0000E+00
      2.5012E-03      1.0002E+00      1.0000E+00      1.0004E+00      2.5004E-03      8.9956E+01      9.0028E+01      1.0000E+00
      2.5003E-03      1.0000E+00      1.0000E+00      1.0001E+00      2.5001E-03      8.9988E+01      9.0007E+01      1.0000E+00
      2.5001E-03      1.0000E+00      1.0000E+00      1.0000E+00      2.5000E-03      8.9997E+01      9.0002E+01      1.0000E+00
      2.5000E-03      1.0000E+00      1.0000E+00      1.0000E+00      2.5000E-03      8.9999E+01      9.0000E+01      1.0000E+00
      2.5000E-03      1.0000E+00      1.0000E+00      1.0000E+00      2.5000E-03      9.0000E+01      9.0000E+01      1.0000E+00
      2.5000E-03      1.0000E+00      1.0000E+00      1.0000E+00      2.5000E-03      9.0000E+01      9.0000E+01      1.0000E+00
      2.5000E-03      1.0000E+00      1.0000E+00      1.0000E+00      2.5000E-03      9.0000E+01      9.0000E+01      1.0000E+00
      2.5000E-03      1.0000E+00      1.0000E+00      1.0000E+00      2.5000E-03      9.0000E+01      9.0000E+01      1.0000E+00
      2.5000E-03      1.0000E+00      1.0000E+00      1.0000E+00      2.5000E-03      9.0000E+01      9.0000E+01      1.0000E+00
      2.5000E-03      1.0000E+00      1.0000E+00      1.0000E+00      2.5000E-03      9.0000E+01      9.0000E+01      1.0000E+00
      2.5000E-03      1.0000E+00      1.0000E+00      1.0000E+00      2.5000E-03      9.0000E+01      9.0000E+01      1.0000E+00
      2.5000E-03      1.0000E+00      1.0000E+00      1.0000E+00      2.5000E-03      9.0000E+01      9.0000E+01      1.0000E+00
      2.5000E-03      1.0000E+00      1.0000E+00      1.0000E+00      2.5000E-03      9.0000E+01      9.0000E+01      1.0000E+00
      2.5000E-03      1.0000E+00      1.0000E+00      1.0000E+00      2.5000E-03      9.0000E+01      9.0000E+01      1.0000E+00
      2.5000E-03      1.0000E+00      1.0000E+00      1.0000E+00      2.5000E-03      9.0000E+01      9.0000E+01      1.0000E+00
      2.5000E-03      1.0000E+00      1.0000E+00      1.0000E+00      2.5000E-03      9.0000E+01      9.0000E+01      1.0000E+00
      2.5000E-03      1.0000E+00      1.0000E+00      1.0000E+00      2.5000E-03      9.0000E+01      9.0000E+01      1.0000E+00
      2.5000E-03      1.0000E+00      1.0000E+00      1.0000E+00      2.5000E-03      9.0000E+01      9.0000E+01      1.0000E+00
      2.5000E-03      1.0000E+00      1.0000E+00      1.0000E+00      2.5000E-03      9.0000E+01      9.0000E+01      1.0000E+00
      2.5000E-03      1.0000E+00      1.0000E+00      1.0000E+00      2.5000E-03      9.0000E+01      9.0000E+01      1.0000E+00
      2.5000E-03      1.0000E+00      1.0000E+00      1.0000E+00      2.5000E-03      9.0000E+01      9.0000E+01      1.0000E+00
      2.5000E-03      1.0000E+00      1.0000E+00      1.0000E+00      2.5000E-03      9.0000E+01      9.0000E+01      1.0000E+00
      2.5000E-03      1.0000E+00      1.0000E+00      1.0000E+00      2.5000E-03      9.0000E+01      9.0000E+01      1.0000E+00
      2.5000E-03      1.0000E+00      1.0000E+00      1.0000E+00      2.5000E-03      9.0000E+01      9.0000E+01      1.0000E+00
      2.5000E-03      1.0000E+00      1.0000E+00      1.0000E+00      2.5000E-03      9.0000E+01      9.0000E+01      1.0000E+00
      2.5000E-03      1.0000E+00      1.0000E+00      1.0000E+00      2.5000E-03      9.0000E+01      9.0000E+01      1.0000E+00
      2.5000E-03      1.0000E+00      1.0000E+00      1.0000E+00      2.5000E-03      9.0000E+01      9.0000E+01      1.0000E+00
      2.5000E-03      1.0000E+00      1.0000E+00      1.0000E+00      2.5000E-03      9.0000E+01      9.0000E+01      1.0000E+00
      2.5000E-03      1.0000E+00      1.0000E+00      1.0000E+00      2.5000E-03      9.0000E+01      9.0000E+01      1.0000E+00
      2.5000E-03      1.0000E+00      1.0000E+00      1.0000E+00      2.5000E-03      9.0000E+01      9.0000E+01      1.0000E+00
      2.5000E-03      1.0000E+00      1.0000E+00      1.0000E+00      2.5000E-03      9.0000E+01      9.0000E+01      1.0000E+00
      2.5000E-03      1.0000E+00      1.0000E+00      1.0000E+00      2.5000E-03      9.0000E+01      9.0000E+01      1.0000E+00
      2.5000E-03      1.0000E+00      1.0000E+00      1.0000E+00      2.5000E-03      9.0000E+01      9.0000E+01      1.0000E+00
      2.5000E-03      1.0000E+00      1.0000E+00      1.0000E+00      2.5000E-03      9.0000E+01      9.0000E+01      1.0000E+00
      2.5000E-03      1.0000E+00      1.0000E+00      1.0000E+00      2.5000E-03      9.0000E+01      9.0000E+01      1.0000E+00
      2.5000E-03      1.0000E+00      1.0000E+00      1.0000E+00      2.5000E-03      9.0000E+01      9.0000E+01      1.0000E+00
      2.5000E-03      1.0000E+00      1.0000E+00      1.0000E+00      2.5000E-03      8.9999E+01      9.0000E+01      1.0000E+00
      2.5001E-03      1.0000E+00      1.0000E+00      1.0000E+00      2.5000E-03      8.9997E+01      9.0002E+01      1.0000E+00
      2.5003E-03      1.0000E+00      1.0000E+00      1.0001E+00      2.5001E-03      8.9988E+01      9.0007E+01      1.0000E+00
      2.5012E-03      1.0002E+00      1.0000E+00      1.0004E+00      2.5004E-03      8.9956E+01      9.0028E+01      1.0000E+00
      2.5034E-03      1.0005E+00      1.0000E+00      1.0010E+00      2.5015E-03      8.9882E+01      9.0075E+01      1.0000E+00
      2.5070E-03      1.0009E+00      1.0000E+00      1.0019E+00      2.5040E-03      8.9772E+01      9.0164E+01      1.0000E+00
      2.5129E-03      1.0013E+00      1.0000E+00      1.0027E+00      2.5086E-03      8.9597E+01      9.0314E+01      1.0000E+00
      2.5239E-03      1.0019E+00      1.0001E+00      1.0034E+00      2.5177E-03      8.9270E+01      9.0603E+01      1.0000E+00
      2.5516E-03      1.0044E+00      1.0004E+00      1.0080E+00      2.5345E-03      8.8392E+01      9.1285E+01      1.0000E+00
      2.5664E-03      1.0025E+00      1.0005E+00      1.0043E+00      2.5580E-03      8.8254E+01      9.1616E+01      1.0000E+00
      2.7319E-03      1.0432E+00      1.0131E+00      1.0782E+00      2.5507E-03      8.0781E+01      9.5594E+01      1.0000E+00
      1.9611E-03      1.2667E+00      1.3175E+00      1.4745E+00      1.0866E-03      7.3519E+01      1.3053E+02      1.0000E+00
      2.0156E-03      1.2589E+00      1.3515E+00      1.4031E+00      1.1218E-03      7.2492E+01      1.3228E+02      1.0000E+00
      2.7024E-03      1.0389E+00      1.0097E+00      1.0750E+00      2.5363E-03      8.2058E+01      9.4791E+01      1.0000E+00
      2.5310E-03      1.0071E+00      1.0005E+00      1.0137E+00      2.5053E-03      8.8279E+01      9.1331E+01      1.0000E+00
      2.5389E-03      1.0021E+00      1.0002E+00      1.0043E+00      2.5374E-03      8.8819E+01      9.1171E+01      1.0000E+00
      2.5358E-03      1.0025E+00      1.0001E+00      1.0066E+00      2.5300E-03      8.9052E+01      9.0918E+01      1.0000E+00
      2.5280E-03      1.0035E+00      1.0001E+00      1.0073E+00      2.5162E-03      8.9143E+01      9.0615E+01      1.0000E+00
      2.5137E-03      1.0020E+00      1.0000E+00      1.0038E+00      2.5063E-03      8.9534E+01      9.0308E+01      1.0000E+00
      2.5046E-03      1.0007E+00      1.0000E+00      1.0013E+00      2.5020E-03      8.9835E+01      9.0110E+01      1.0000E+00
      2.5013E-03      1.0002E+00      1.0000E+00      1.0004E+00      2.5005E-03      8.9952E+01      9.0031E+01      1.0000E+00
      2.5003E-03      1.0000E+00      1.0000E+00      1.0001E+00      2.5001E-03      8.9988E+01      9.0008E+01      1.0000E+00
      2.5001E-03      1.0000E+00      1.0000E+00      1.0000E+00      2.5000E-03      8.9997E+01      9.0002E+01      1.0000E+00
      2.5000E-03      1.0000E+00      1.0000E+00      1.0000E+00      2.5000E-03      8.9999E+01      9.0001E+01      1.0000E+00
      2.5000E-03      1.0000E+00      1.0000E+00      1.0000E+00      2.5000E-03      9.0000E+01      9.0000E+01      1.0000E+00
      2.5000E-03      1.0000E+00      1.0000E+00      1.0000E+00      2.5000E-03      9.0000E+01      9.0000E+01      1.0000E+00
      2.5000E-03      1.0000E+00      1.0000E+00      1.0000E+00      2.5000E-03      9.0000E+01      9.0000E+01      1.0000E+00
      2.5000E-03      1.0000E+00      1.0000E+00      1.0000E+00      2.5000E-03      9.0000E+01      9.0000E+01      1.0000E+00
      2.5000E-03      1.0000E+00      1.0000E+00      1.0000E+00      2.5000E-03      9.0000E+01      9.0000E+01      1.0000E+00
      2.5000E-03      1.0000E+00      1.0000E+00      1.0000E+00      2.5000E-03      9.0000E+01      9.0000E+01      1.0000E+00
      2.5000E-03      1.0000E+00      1.0000E+00      1.0000E+00      2.5000E-03      9.0000E+01      9.0000E+01      1.0000E+00
      2.5000E-03      1.0000E+00      1.0000E+00      1.0000E+00      2.5000E-03      9.0000E+01      9.0000E+01      1.0000E+00
      2.5000E-03      1.0000E+00      1.0000E+00      1.0000E+00      2.5000E-03      9.0000E+01      9.0000E+01      1.0000E+00
      2.5000E-03      1.0000E+00      1.0000E+00      1.0000E+00      2.5000E-03      9.0000E+01      9.0000E+01      1.0000E+00
      2.5000E-03      1.0000E+00      1.0000E+00      1.0000E+00      2.5000E-03      9.0000E+01      9.0000E+01      1.0000E+00
      2.5000E-03      1.0000E+00      1.0000E+00      1.0000E+00      2.5000E-03      9.0000E+01      9.0000E+01      1.0000E+00
      2.5000E-03      1.0000E+00      1.0000E+00      1.0000E+00      2.5000E-03      9.0000E+01      9.0000E+01      1.0000E+00
      2.5000E-03      1.0000E+00      1.0000E+00      1.0000E+00      2.5000E-03      9.0000E+01      9.0000E+01      1.0000E+00
      2.5000E-03      1.0000E+00      1.0000E+00      1.0000E+00      2.5000E-03      9.0000E+01      9.0000E+01      1.0000E+00
      2.5000E-03      1.0000E+00      1.0000E+00      1.0000E+00      2.5000E-03      9.0000E+01      9.0000E+01      1.0000E+00
      2.5000E-03      1.0000E+00      1.0000E+00      1.0000E+00      2.5000E-03      9.0000E+01      9.0000E+01      1.0000E+00
      2.5000E-03      1.0000E+00      1.0000E+00      1.0000E+00      2.5000E-03      9.0000E+01      9.0000E+01      1.0000E+00
      2.5000E-03      1.0000E+00      1.0000E+00      1.0000E+00      2.5000E-03      9.0000E+01      9.0000E+01      1.0000E+00
      2.5000E-03      1.0000E+00      1.0000E+00      1.0000E+00      2.5000E-03      9.0000E+01      9.0000E+01      1.0000E+00
      2.5000E-03      1.0000E+00      1.0000E+00      1.0000E+00      2.5000E-03      9.0000E+01      9.0000E+01      1.0000E+00
      2.5000E-03      1.0000E+00      1.0000E+00      1.0000E+00      2.5000E-03      9.0000E+01      9.0000E+01      1.0000E+00
      2.5000E-03      1.0000E+00      1.0000E+00      1.0000E+00      2.5000E-03      9.0000E+01      9.0000E+01      1.0000E+00
      2.5000E-03      1.0000E+00      1.0000E+00      1.0000E+00      2.5000E-03      9.0000E+01      9.0000E+01      1.0000E+00
      2.5000E-03      1.0000E+00      1.0000E+00      1.0000E+00      2.5000E-03      9.0000E+01      9.0000E+01      1.0000E+00
      2.5000E-03      1.0000E+00      1.0000E+00      1.0000E+00      2.5000E-03      9.0000E+01      9.0000E+01      1.0000E+00
      2.5000E-03      1.0000E+00      1.0000E+00      1.0000E+00      2.5000E-03      9.0000E+01      9.0000E+01      1.0000E+00
      2.5000E-03      1.0000E+00      1.0000E+00      1.0000E+00      2.5000E-03      9.0000E+01      9.0000E+01      1.0000E+00
      2.5000E-03      1.0000E+00      1.0000E+00      1.0000E+00      2.5000E-03      9.0000E+01      9.0000E+01      1.0000E+00
      2.5000E-03      1.0000E+00      1.0000E+00      1.0000E+00      2.5000E-03      9.0000E+01      9.0000E+01      1.0000E+00
      2.5000E-03      1.0000E+00      1.0000E+00      1.0000E+00      2.5000E-03      8.9999E+01      9.0001E+01      1.0000E+00
      2.5001E-03      1.0000E+00      1.0000E+00      1.0000E+00      2.5000E-03      8.9997E+01      9.0002E+01      1.0000E+00
      2.5003E-03      1.0000E+00      1.0000E+00      1.0001E+00      2.5001E-03      8.9988E+01      9.0008E+01      1.0000E+00
      2.5013E-03      1.0002E+00      1.0000E+00      1.0004E+00      2.5005E-03      8.9952E+01      9.0031E+01      1.0000E+00
      2.5046E-03      1.0007E+00      1.0000E+00      1.0013E+00      2.5020E-03      8.9835E+01      9.0110E+01      1.0000E+00
      2.5137E-03      1.0020E+00      1.0000E+00      1.0038E+00      2.5063E-03      8.9534E+01      9.0308E+01      1.0000E+00
      2.5280E-03      1.0035E+00      1.0001E+00      1.0073E+00      2.5162E-03      8.9143E+01      9.0615E+01      1.0000E+00
      2.5358E-03      1.0025E+00      1.0001E+00      1.0066E+00      2.5300E-03      8.9052E+01      9.0918E+01      1.0000E+00
      2.5388E-03      1.0021E+00      1.0002E+00      1.0043E+00      2.5374E-03      8.8818E+01      9.1172E+01      1.0000E+00
      2.5307E-03      1.0070E+00      1.0005E+00      1.0137E+00      2.5050E-03      8.8272E+01      9.1335E+01      1.0000E+00
      2.7001E-03      1.0388E+00      1.0098E+00      1.0745E+00      2.5342E-03      8.2010E+01      9.4807E+01      1.0000E+00
      2.0085E-03      1.2578E+00      1.3488E+00      1.4079E+00      1.1175E-03      7.2783E+01      1.3214E+02      1.0000E+00
      1.9282E-03      1.2708E+00      1.3602E+00      1.4099E+00      1.0758E-03      7.1168E+01      1.3267E+02      1.0000E+00
      2.5576E-03      1.0325E+00      1.0058E+00      1.0582E+00      2.4615E-03      8.3928E+01      9.4929E+01      1.0000E+00
      2.5087E-03      1.0288E+00      1.0014E+00      1.0455E+00      2.4279E-03      8.7232E+01      9.1618E+01      1.0000E+00
      2.6169E-03      1.0076E+00      1.0013E+00      1.0233E+00      2.5914E-03      8.7459E+01      9.2589E+01      1.0000E+00
      2.5900E-03      1.0127E+00      1.0011E+00      1.0234E+00      2.5471E-03      8.7294E+01      9.1829E+01      1.0000E+00
      2.5360E-03      1.0047E+00      1.0002E+00      1.0082E+00      2.5202E-03      8.8868E+01      9.0842E+01      1.0000E+00
      2.5131E-03      1.0018E+00      1.0000E+00      1.0031E+00      2.5067E-03      8.9555E+01      9.0326E+01      1.0000E+00
      2.5042E-03      1.0005E+00      1.0000E+00      1.0010E+00      2.5021E-03      8.9856E+01      9.0103E+01      1.0000E+00
      2.5014E-03      1.0002E+00      1.0000E+00      1.0004E+00      2.5007E-03      8.9951E+01      9.0033E+01      1.0000E+00
      2.5005E-03      1.0001E+00      1.0000E+00      1.0002E+00      2.5003E-03      8.9981E+01      9.0013E+01      1.0000E+00
      2.5002E-03      1.0000E+00      1.0000E+00      1.0001E+00      2.5001E-03      8.9992E+01      9.0005E+01      1.0000E+00
      2.5001E-03      1.0000E+00      1.0000E+00      1.0000E+00      2.5000E-03      8.9997E+01      9.0002E+01      1.0000E+00
      2.5000E-03      1.0000E+00      1.0000E+00      1.0000E+00      2.5000E-03      8.9999E+01      9.0001E+01      1.0000E+00
      2.5000E-03      1.0000E+00      1.0000E+00      1.0000E+00      2.5000E-03      9.0000E+01      9.0000E+01      1.0000E+00
      2.5000E-03      1.0000E+00      1.0000E+00      1.0000E+00      2.5000E-03      9.0000E+01      9.0000E+01      1.0000E+00
      2.5000E-03      1.0000E+00      1.0000E+00      1.0000E+00      2.5000E-03      9.0000E+01      9.0000E+01      1.0000E+00
      2.5000E-03      1.0000E+00      1.0000E+00      1.0000E+00      2.5000E-03      9.0000E+01      9.0000E+01      1.0000E+00
      2.5000E-03      1.0000E+00      1.0000E+00      1.0000E+00      2.5000E-03      9.0000E+01      9.0000E+01      1.0000E+00
      2.5000E-03      1.0000E+00      1.0000E+00      1.0000E+00      2.5000E-03      9.0000E+01      9.0000E+01      1.0000E+00
      2.5000E-03      1.0000E+00      1.0000E+00      1.0000E+00      2.5000E-03      9.0000E+01      9.0000E+01      1.0000E+00
      2.5000E-03      1.0000E+00      1.0000E+00      1.0000E+00      2.5000E-03      9.0000E+01      9.0000E+01      1.0000E+00
      2.5000E-03      1.0000E+00      1.0000E+00      1.0000E+00      2.5000E-03      9.0000E+01      9.0000E+01      1.0000E+00
      2.5000E-03      1.0000E+00      1.0000E+00      1.0000E+00      2.5000E-03      9.0000E+01      9.0000E+01      1.0000E+00
      2.5000E-03      1.0000E+00      1.0000E+00      1.0000E+00      2.5000E-03      9.0000E+01      9.0000E+01      1.0000E+00
      2.5000E-03      1.0000E+00      1.0000E+00      1.0000E+00      2.5000E-03      9.0000E+01      9.0000E+01      1.0000E+00
      2.5000E-03      1.0000E+00      1.0000E+00      1.0000E+00      2.5000E-03      9.0000E+01      9.0000E+01      1.0000E+00
      2.5000E-03      1.0000E+00      1.0000E+00      1.0000E+00      2.5000E-03      9.0000E+01      9.0000E+01      1.0000E+00
      2.5000E-03      1.0000E+00      1.0000E+00      1.0000E+00      2.5000E-03      9.0000E+01      9.0000E+01      1.0000E+00
      2.5000E-03      1.0000E+00      1.0000E+00      1.0000E+00      2.5000E-03      9.0000E+01      9.0000E+01      1.0000E+00
      2.5000E-03      1.0000E+00      1.0000E+00      1.0000E+00      2.5000E-03      9.0000E+01      9.0000E+01      1.0000E+00
      2.5000E-03      1.0000E+00      1.0000E+00      1.0000E+00      2.5000E-03      9.0000E+01      9.0000E+01      1.0000E+00
      2.5000E-03      1.0000E+00      1.0000E+00      1.0000E+00      2.5000E-03      9.0000E+01      9.0000E+01      1.0000E+00
      2.5000E-03      1.0000E+00      1.0000E+00      1.0000E+00      2.5000E-03      9.0000E+01      9.0000E+01      1.0000E+00
      2.5000E-03      1.0000E+00      1.0000E+00      1.0000E+00      2.5000E-03      9.0000E+01      9.0000E+01      1.0000E+00
      2.5000E-03      1.0000E+00      1.0000E+00      1.0000E+00      2.5000E-03      9.0000E+01      9.0000E+01      1.0000E+00
      2.5000E-03      1.0000E+00      1.0000E+00      1.0000E+00      2.5000E-03      9.0000E+01      9.0000E+01      1.0000E+00
      2.5000E-03      1.0000E+00      1.0000E+00      1.0000E+00      2.5000E-03      9.0000E+01      9.0000E+01      1.0000E+00
      2.5000E-03      1.0000E+00      1.0000E+00      1.0000E+00      2.5000E-03      9.0000E+01      9.0000E+01      1.0000E+00
      2.5000E-03      1.0000E+00      1.0000E+00      1.0000E+00      2.5000E-03      9.0000E+01      9.0000E+01      1.0000E+00
      2.5000E-03      1.0000E+00      1.0000E+00      1.0000E+00      2.5000E-03      8.9999E+01      9.0001E+01      1.0000E+00
      2.5001E-03      1.0000E+00      1.0000E+00      1.0000E+00      2.5000E-03      8.9997E+01      9.0002E+01      1.0000E+00
      2.5002E-03      1.0000E+00      1.0000E+00      1.0001E+00      2.5001E-03      8.9992E+01      9.0005E+01      1.0000E+00
      2.5005E-03      1.0001E+00      1.0000E+00      1.0002E+00      2.5003E-03      8.9981E+01      9.0013E+01      1.0000E+00
      2.5014E-03      1.0002E+00      1.0000E+00      1.0004E+00      2.5007E-03      8.9951E+01      9.0033E+01      1.0000E+00
      2.5042E-03      1.0005E+00      1.0000E+00      1.0010E+00      2.5021E-03      8.9856E+01      9.0103E+01      1.0000E+00
      2.5131E-03      1.0018E+00      1.0000E+00      1.0031E+00      2.5067E-03      8.9555E+01      9.0326E+01      1.0000E+00
      2.5360E-03      1.0047E+00      1.0002E+00      1.0082E+00      2.5202E-03      8.8868E+01      9.0842E+01      1.0000E+00
      2.5900E-03      1.0127E+00      1.0011E+00      1.0234E+00      2.5471E-03      8.7294E+01      9.1829E+01      1.0000E+00
      2.6169E-03      1.0076E+00      1.0013E+00      1.0233E+00      2.5914E-03      8.7459E+01      9.2589E+01      1.0000E+00
      2.5087E-03      1.0288E+00      1.0014E+00      1.0455E+00      2.4279E-03      8.7231E+01      9.1618E+01      1.0000E+00
      2.5575E-03      1.0325E+00      1.0058E+00      1.0581E+00      2.4614E-03      8.3925E+01      9.4930E+01      1.0000E+00
      1.9277E-03      1.2708E+00      1.3600E+00      1.4097E+00      1.0755E-03      7.1188E+01      1.3266E+02      1.0000E+00
      1.5451E-03      1.3470E+00      1.3138E+00      1.6914E+00      8.6710E-04      6.8435E+01      1.2908E+02      1.0000E+00
      2.5854E-03      1.1844E+00      1.0389E+00      1.3491E+00      2.1733E-03      7.6712E+01      1.0200E+02      1.0000E+00
      3.0084E-03      1.0970E+00      1.0310E+00      1.1654E+00      2.6656E-03      7.6051E+01      9.8323E+01      1.0000E+00
      2.6386E-03      1.0123E+00      1.0015E+00      1.0168E+00      2.6132E-03      8.6896E+01      9.2950E+01      1.0000E+00
      2.5673E-03      1.0090E+00      1.0007E+00      1.0149E+00      2.5402E-03      8.7860E+01      9.1768E+01      1.0000E+00
      2.5237E-03      1.0025E+00      1.0001E+00      1.0041E+00      2.5163E-03      8.9235E+01      9.0665E+01      1.0000E+00
      2.5103E-03      1.0011E+00      1.0000E+00      1.0020E+00      2.5070E-03      8.9667E+01      9.0264E+01      1.0000E+00
      2.5053E-03      1.0006E+00      1.0000E+00      1.0013E+00      2.5033E-03      8.9832E+01      9.0127E+01      1.0000E+00
      2.5028E-03      1.0004E+00      1.0000E+00      1.0008E+00      2.5015E-03      8.9907E+01      9.0064E+01      1.0000E+00
      2.5013E-03      1.0002E+00      1.0000E+00      1.0004E+00      2.5006E-03      8.9956E+01      9.0029E+01      1.0000E+00
      2.5005E-03      1.0001E+00      1.0000E+00      1.0002E+00      2.5003E-03      8.9981E+01      9.0012E+01      1.0000E+00
      2.5002E-03      1.0000E+00      1.0000E+00      1.0001E+00      2.5001E-03      8.9992E+01      9.0005E+01      1.0000E+00
      2.5001E-03      1.0000E+00      1.0000E+00      1.0000E+00      2.5000E-03      8.9997E+01      9.0002E+01      1.0000E+00
      2.5000E-03      1.0000E+00      1.0000E+00      1.0000E+00      2.5000E-03      8.9999E+01      9.0001E+01      1.0000E+00
      2.5000E-03      1.0000E+00      1.0000E+00      1.0000E+00      2.5000E-03      9.0000E+01      9.0000E+01      1.0000E+00
      2.5000E-03      1.0000E+00      1.0000E+00      1.0000E+00      2.5000E-03      9.0000E+01      9.0000E+01      1.0000E+00
      2.5000E-03      1.0000E+00      1.0000E+00      1.0000E+00      2.5000E-03      9.0000E+01      9.0000E+01      1.0000E+00
      2.5000E-03      1.0000E+00      1.0000E+00      1.0000E+00      2.5000E-03      9.0000E+01      9.0000E+01      1.0000E+00
      2.5000E-03      1.0000E+00      1.0000E+00      1.0000E+00      2.5000E-03      9.0000E+01      9.0000E+01      1.0000E+00
      2.5000E-03      1.0000E+00      1.0000E+00      1.0000E+00      2.5000E-03      9.0000E+01      9.0000E+01      1.0000E+00
      2.5000E-03      1.0000E+00      1.0000E+00      1.0000E+00      2.5000E-03      9.0000E+01      9.0000E+01      1.0000E+00
      2.5000E-03      1.0000E+00      1.0000E+00      1.0000E+00      2.5000E-03      9.0000E+01      9.0000E+01      1.0000E+00
      2.5000E-03      1.0000E+00      1.0000E+00      1.0000E+00      2.5000E-03      9.0000E+01      9.0000E+01      1.0000E+00
      2.5000E-03      1.0000E+00      1.0000E+00      1.0000E+00      2.5000E-03      9.0000E+01      9.0000E+01      1.0000E+00
      2.5000E-03      1.0000E+00      1.0000E+00      1.0000E+00      2.5000E-03      9.0000E+01      9.0000E+01      1.0000E+00
      2.5000E-03      1.0000E+00      1.0000E+00      1.0000E+00      2.5000E-03      9.0000E+01      9.0000E+01      1.0000E+00
      2.5000E-03      1.0000E+00      1.0000E+00      1.0000E+00      2.5000E-03      9.0000E+01      9.0000E+01      1.0000E+00
      2.5000E-03      1.0000E+00      1.0000E+00      1.0000E+00      2.5000E-03      9.0000E+01      9.0000E+01      1.0000E+00
      2.5000E-03      1.0000E+00      1.0000E+00      1.0000E+00      2.5000E-03      9.0000E+01      9.0000E+01      1.0000E+00
      2.5000E-03      1.0000E+00      1.0000E+00      1.0000E+00      2.5000E-03      9.0000E+01      9.0000E+01      1.0000E+00
      2.5000E-03      1.0000E+00      1.0000E+00      1.0000E+00      2.5000E-03      9.0000E+01      9.0000E+01      1.0000E+00
      2.5000E-03      1.0000E+00      1.0000E+00      1.0000E+00      2.5000E-03      9.0000E+01      9.0000E+01      1.0000E+00
      2.5000E-03      1.0000E+00      1.0000E+00      1.0000E+00      2.5000E-03      9.0000E+01      9.0000E+01      1.0000E+00
      2.5000E-03      1.0000E+00      1.0000E+00      1.0000E+00      2.5000E-03      9.0000E+01      9.0000E+01      1.0000E+00
      2.5000E-03      1.0000E+00      1.0000E+00      1.0000E+00      2.5000E-03      9.0000E+01      9.0000E+01      1.0000E+00
      2.5000E-03      1.0000E+00      1.0000E+00      1.0000E+00      2.5000E-03      9.0000E+01      9.0000E+01      1.0000E+00
      2.5000E-03      1.0000E+00      1.0000E+00      1.0000E+00      2.5000E-03      8.9999E+01      9.0001E+01      1.0000E+00
      2.5001E-03      1.0000E+00      1.0000E+00      1.0000E+00      2.5000E-03      8.9997E+01      9.0002E+01      1.0000E+00
      2.5002E-03      1.0000E+00      1.0000E+00      1.0001E+00      2.5001E-03      8.9992E+01      9.0005E+01      1.0000E+00
      2.5005E-03      1.0001E+00      1.0000E+00      1.0002E+00      2.5003E-03      8.9981E+01      9.0012E+01      1.0000E+00
      2.5013E-03      1.0002E+00      1.0000E+00      1.0004E+00      2.5006E-03      8.9956E+01      9.0029E+01      1.0000E+00
      2.5028E-03      1.0004E+00      1.0000E+00      1.0008E+00      2.5015E-03      8.9907E+01      9.0064E+01      1.0000E+00
      2.5053E-03      1.0006E+00      1.0000E+00      1.0013E+00      2.5033E-03      8.9832E+01      9.0127E+01      1.0000E+00
      2.5103E-03      1.0011E+00      1.0000E+00      1.0020E+00      2.5070E-03      8.9667E+01      9.0264E+01      1.0000E+00
      2.5237E-03      1.0025E+00      1.0001E+00      1.0041E+00      2.5163E-03      8.9235E+01      9.0665E+01      1.0000E+00
      2.5673E-03      1.0090E+00      1.0007E+00      1.0149E+00      2.5402E-03      8.7860E+01      9.1768E+01      1.0000E+00
      2.6386E-03      1.0123E+00      1.0015E+00      1.0168E+00      2.6132E-03      8.6896E+01      9.2950E+01      1.0000E+00
      3.0084E-03      1.0970E+00      1.0310E+00      1.1654E+00      2.6656E-03      7.6051E+01      9.8323E+01      1.0000E+00
      2.5854E-03      1.1844E+00      1.0389E+00      1.3491E+00      2.1733E-03      7.6712E+01      1.0200E+02      1.0000E+00
      1.5451E-03      1.3470E+00      1.3137E+00      1.6914E+00      8.6709E-04      6.8436E+01      1.2908E+02      1.0000E+00
      2.2130E-03      1.2665E+00      1.2915E+00      1.4528E+00      1.2606E-03      7.3730E+01      1.2923E+02      1.0000E+00
      2.7882E-03      1.0578E+00      1.0164E+00      1.1071E+00      2.5792E-03      7.9732E+01      9.7186E+01      1.0000E+00
      2.5331E-03      1.0094E+00      1.0005E+00      1.0151E+00      2.5133E-03      8.8226E+01      9.1811E+01      1.0000E+00
      2.5213E-03      1.0010E+00      1.0001E+00      1.0018E+00      2.5171E-03      8.9123E+01      9.0960E+01      1.0000E+00
      2.5175E-03      1.0014E+00      1.0000E+00      1.0026E+00      2.5148E-03      8.9506E+01      9.0545E+01      1.0000E+00
      2.5165E-03      1.0016E+00      1.0000E+00      1.0037E+00      2.5116E-03      8.9516E+01      9.0399E+01      1.0000E+00
      2.5103E-03      1.0014E+00      1.0000E+00      1.0028E+00      2.5064E-03      8.9678E+01      9.0235E+01      1.0000E+00
